title,love,score,tags,play_times
街角魔族 第二季,184.9万追番,9.9,"['漫画改', '搞笑', '日常', '萌系']",392.5万
见面5秒开始战斗,184.5万追番,8.8,"['漫画改', '智斗', '奇幻']",4808.6万
蜡笔小新：梦境世界大突击,183.7万追剧,9.8,"['喜剧', '动画']",347.9万
幻界战线 & BEYOND,183.1万追番,9.8,"['奇幻', '战斗', '漫画改']",4159.5万
邪神与厨二病少女,181.8万追番,9.5,"['搞笑', '日常', '神魔']",4663.6万
URARA迷路帖,180.6万追番,9.6,"['漫画改', '日常', '架空']",2564.9万
Just Because!,180.2万追番,9.5,"['恋爱', '原创', '校园']",3236万
青梅竹马绝对不会输的恋爱喜剧,180.1万追番,5.4,"['小说改', '校园', '恋爱']",3839.7万
没落要塞 / DECA-DENCE,179.6万追番,9.7,"['原创', '科幻', '架空', '冒险']",3609.2万
品酒要在成为夫妻后,179.1万追番,9.5,"['搞笑', '恋爱', '漫画改']",4783.9万
实况主的逃脱游戏,178.9万追番,9.3,"['漫画改', '穿越', '冒险']",3523.6万
与变成了异世界美少女的好友一起冒险,178.4万追番,9.7,"['漫画改', '搞笑', '奇幻', '萌系']",5031.9万
GOSICK,178.4万追番,9.7,"['萌系', '奇幻', '日常', '催泪']",1085.7万
失格纹的最强贤者～世界最强的贤者为了变得更强而转生了～,178.2万追番,4.8,"['小说改', '战斗', '魔法']",5189.9万
异界少女召唤术,176.5万追番,6.9,"['小说改', '奇幻', '战斗', '魔法']",3524.4万
问题儿童都来自异世界？,176.2万追番,9.2,"['奇幻', '战斗', '热血', '架空']",5374.4万
魔法禁书目录 第二季,176.1万追番,9.2,"['科幻', '校园', '战斗', '热血']",5900.5万
樱子小姐的脚下埋着秘密,174.5万追番,9.5,"['智斗', '日常', '推理']",2834.3万
悠哉日常大王 第三季,174.2万追番,9.9,"['漫画改', '日常', '萌系', '治愈']",2114.9万
伪恋：,174万追番,9.4,"['日常', '校园', '漫画改']",5933.5万
冰海战记,173.8万追番,9.8,"['漫画改', '历史', '热血', '冒险']",4869.8万
夏日重现,173.2万追番,9.8,"['漫画改', '奇幻', '战斗', '推理']",2695.1万
邪神与厨二病少女 第二季,173.1万追番,9.8,"['搞笑', '日常', '神魔', '漫画改']",3015.4万
家庭教师HITMAN REBORN!,173万追番,9.9,"['奇幻', '热血', '战斗', '漫画改']",11000.0万
魔王勇者,172.6万追番,9.5,"['奇幻', '少女', '声控', '神魔']",1901万
流汗吧！健身少女,172.3万追番,9.7,"['漫画改', '日常', '运动']",4325.7万
灰与幻想的格林姆迦尔,171.2万追番,9.8,"['奇幻', '战斗', '小说改', '励志']",2324.5万
笨蛋，测验，召唤兽,171.1万追番,9.7,"['奇幻', '校园', '恋爱', '小说改']",3517.9万
现实主义勇者的王国再建记,170.7万追番,8.4,"['小说改', '穿越', '奇幻']",7019.2万
SSSS.电光机王,170.7万追番,9.8,"['原创', '战斗', '机战', '特摄']",3476.8万
地狱少女 宵伽,170.5万追番,9.3,"['治愈', '神魔']",2848.9万
无头骑士异闻录,170.5万追番,9.6,"['奇幻', '日常', '声控', '小说改']",2464.6万
碧蓝航线,170.3万追番,8.1,"['游戏改', '战斗', '萌系', '架空']",3723.9万
进化之实 踏上胜利的人生,170.3万追番,5.0,"['小说改', '奇幻', '搞笑', '冒险']",5069万
斩服少女,169.3万追番,9.8,"['奇幻', '热血', '原创']",2099.9万
迪迦奥特曼（中配）,168.9万追番,9.9,"['战斗', '科幻', '热血', '特摄']",12000.0万
邻家索菲,168.1万追番,9.8,"['萌系', '漫画改']",3037.3万
Love Live! 学园偶像 电影,167.5万追番,9.9,"['原创', '校园', '偶像']",313.5万
×××HOLiC,167.2万追番,9.8,"['奇幻', '日常']",2255.1万
魔法纪录 魔法少女小圆外传,167万追番,9.5,"['游戏改', '奇幻', '战斗', '萌系']",2208.5万
ISLAND,165.7万追番,9.2,"['游戏改', '催泪', '推理', '治愈']",2865.3万
Rewrite,165.5万追番,8.7,"['奇幻', '校园', '穿越']",4009.4万
命运之夜——天之杯：恶兆之花,165.3万追剧,9.6,"['奇幻', '动画']",3204.5万
请问您今天要来点兔子吗？？～Sing for You～,165.2万追番,9.8,"['漫画改', '搞笑', '日常', '萌系']",185.2万
K RETURN OF KINGS,165.1万追番,9.3,"['奇幻', '战斗', '声控', '原创']",7336.7万
碧蓝航线：微速前行！,164.8万追番,9.8,"['日常', '萌系', '漫画改']",1691.4万
刺客守则,164.8万追番,6.5,"['小说改', '奇幻', '战斗', '魔法']",3914.2万
薇薇 -萤石眼之歌-,163.8万追番,9.8,"['原创', '科幻', '奇幻']",3060.1万
记录的地平线 圆桌崩坏,163.7万追番,9.7,"['小说改', '穿越', '战斗']",1548.1万
青春之旅,162.8万追番,9.6,"['少女', '恋爱', '校园']",1977万
妖精森林的小不点,162.1万追番,9.9,"['奇幻', '日常', '漫画改', '萌系']",2948.9万
银魂 第二季,161.4万追番,9.9,"['漫画改', '热血', '搞笑', '战斗']",6538.8万
川柳少女,160.5万追番,9.7,"['漫画改', '恋爱', '校园', '日常']",2674.4万
NEW GAME!,160.1万追番,9.6,"['萌系', '日常']",2974.6万
鬼灯的冷彻,158.4万追番,9.6,"['日常', '神魔']",2501.4万
银魂 第三季,158万追番,9.9,"['漫画改', '热血', '搞笑', '战斗']",4414.6万
不正经的魔术讲师与禁忌教典,158万追番,9.0,"['战斗', '校园', '奇幻', '架空']",3595.6万
散华礼弥,157.3万追番,9.5,"['奇幻', '日常', '治愈']",1487.4万
Fate/kaleid liner 魔法少女☆伊莉雅 Prisma☆Phantasm,156.8万追番,9.6,"['漫画改', '校园', '魔法', '搞笑']",518.1万
DARKER THAN BLACK -黑之契约者-,156.7万追番,9.8,"['奇幻', '战斗', '热血', '催泪']",1875.1万
里亚德录大地,156.5万追番,9.2,"['小说改', '穿越', '奇幻']",5721.4万
熊熊勇闯异世界,156万追番,8.5,"['穿越', '魔法', '萌系', '小说改']",4596.4万
比宇宙更远的地方,155.7万追番,9.8,"['声控', '治愈', '励志', '原创']",2292万
龙先生，想要买个家,154.7万追番,9.4,"['漫画改', '搞笑', '日常']",3223.6万
被神捡到的男人,154.4万追番,5.6,"['穿越', '日常', '小说改', '架空']",4429.3万
吹响吧！上低音号,154.2万追番,9.8,"['音乐', '校园', '少女', '励志']",3539.5万
CLANNAD ～AFTER STORY～,154万追番,9.9,"['时泪', '校园', '治愈', '催泪']",3224.1万
变态王子与不笑猫,153.4万追番,9.7,"['日常', '恋爱', '小说改']",1007.1万
式守同学不只可爱而已,152.8万追番,8.5,"['漫画改', '日常', '校园', '恋爱']",2091.8万
忧国的莫里亚蒂 后半,152.5万追番,9.7,"['漫画改', '架空', '声控', '智斗']",1793.6万
恋爱游戏世界对路人角色很不友好,148.1万追番,9.1,"['小说改', '奇幻', '战斗', '校园']",4744.8万
哆啦A梦：大雄的新恐龙,148.1万追剧,9.7,"['奇幻', '动画', '冒险']",1243万
弹丸论破3 -未来篇-,148万追番,8.1,"['热血', '智斗', '推理']",4341万
爱吃拉面的小泉同学,147.7万追番,9.2,"['治愈', '美食', '漫画改']",3088.5万
一起一起这里那里,146.8万追番,9.8,"['萌系', '日常', '治愈', '萝莉']",1750.6万
命运之夜  06版,145.8万追番,9.5,"['奇幻', '战斗', '魔法', '游戏改']",3167.7万
GAMERS电玩咖！,145.6万追番,9.1,"['小说改', '校园', '社团']",3910.1万
欢迎光临樱兰高校,145.3万追番,9.9,"['搞笑', '日常', '少女', '校园']",4867.4万
她和她的猫,145.2万追番,9.7,['治愈'],1275.3万
俺物语！！,144.4万追番,9.9,"['漫画改', '日常', '校园', '恋爱']",3323.8万
只有我不存在的城市,144.3万追番,9.7,"['推理', '治愈', '催泪', '穿越']",2059万
赛马娘 第二季,143.3万追番,9.9,"['游戏改', '运动', '偶像', '催泪']",2727.7万
通灵王,143.1万追番,8.1,"['漫画改', '热血', '奇幻', '战斗']",4888.1万
圣女魔力无所不能,141.8万追番,8.8,"['小说改', '穿越', '少女']",3409.7万
政宗君的复仇,141.7万追番,4.3,"['搞笑', '日常', '恋爱', '校园']",2910.7万
鬼灯的冷彻 第二季,141.4万追番,9.7,"['搞笑', '日常', '神魔', '漫画改']",4074.6万
绯弹的亚里亚,141.1万追番,8.7,"['热血', '奇幻', '校园', '战斗']",2835.9万
COP CRAFT,141万追番,9.1,"['小说改', '职场', '奇幻', '穿越']",2672.1万
电波女与青春男,140.5万追番,9.6,"['萌系', '日常', '小说改']",1330.7万
刀剑乱舞-花丸-,140.3万追番,9.6,"['游戏改', '日常', '架空']",2699.6万
佐贺偶像是传奇 卷土重来,139.9万追番,9.9,"['原创', '偶像', '搞笑', '音乐']",2511.6万
来自风平浪静的明天,139.4万追番,9.6,"['奇幻', '治愈', '催泪', '恋爱']",1668.5万
赤发白雪姬 第一季,138.5万追番,9.7,"['少女', '奇幻', '架空']",3101.7万
3月的狮子,137.6万追番,9.8,"['漫画改', '恋爱', '日常', '励志']",2690.1万
女神异闻录5 动画版,137.5万追番,9.1,"['奇幻', '游戏改']",3386.6万
噬神者,137.1万追番,9.4,"['奇幻', '科幻', '热血', '游戏改']",4217.5万
弹丸论破3 -绝望篇-,136.9万追番,8.4,"['热血', '校园', '智斗']",5250.8万
超人高中生们即便在异世界也能从容生存！,136.6万追番,3.6,"['小说改', '穿越', '奇幻', '冒险']",3248.6万
八男？别闹了！,136.6万追番,5.5,"['小说改', '穿越', '奇幻', '魔法']",5530.2万
伊甸星原 EDENS ZERO,135.7万追番,9.5,"['漫画改', '热血', '冒险']",3167.5万
记录的地平线,135.4万追番,9.7,"['奇幻', '智斗', '架空', '穿越']",3594.1万
不吉波普不笑,135.4万追番,9.7,"['小说改', '奇幻', '校园', '声控']",2407.6万
花开伊吕波,134.6万追番,9.6,"['日常', '治愈', '催泪', '原创']",1901.6万
零之使魔,134.4万追番,9.3,"['奇幻', '日常', '战斗', '恋爱']",1597.9万
学园孤岛,134.4万追番,9.6,"['萌系', '校园', '冒险', '日常']",3256.6万
无限系统树,134万追番,6.1,"['小说改', '穿越', '奇幻', '战斗']",3895.2万
时钟机关之星,133.6万追番,8.4,"['小说改', '科幻', '架空']",2940.2万
ACCA13区监察课,133.1万追番,9.8,"['漫画改', '奇幻', '智斗']",1529.7万
赛马娘,132.8万追番,9.7,"['游戏改', '运动', '偶像']",3293.9万
幻想嘉年华,132万追番,9.8,"['日常', '泡面', '奇幻']",3013.1万
热诚传说X,131.9万追番,8.4,"['热血', '奇幻', '战斗', '架空']",3334.1万
绝园的暴风雨,131.5万追番,9.6,"['奇幻', '推理', '战斗', '穿越']",2207.7万
灼眼的夏娜,131.4万追番,9.4,"['校园', '战斗', '热血', '小说改']",1892.2万
学战都市Asterisk 第二季,130万追番,8.6,"['奇幻', '校园', '战斗', '架空']",6010.9万
雏子的笔记,130万追番,9.5,"['萌系', '日常', '漫画改']",1753.8万
只要贝尔哲布布大小姐喜欢就好,129.8万追番,9.6,"['萌系', '搞笑', '恋爱', '奇幻']",1607.3万
关于完全听不懂老公在说什么的事 第一季,129.6万追番,9.7,"['日常', '泡面']",6616.6万
夏目友人帐 第二季,129.4万追番,9.8,"['奇幻', '日常', '治愈', '催泪']",2759.7万
Hand Shakers,129.2万追番,8.3,"['战斗', '热血', '萝莉', '原创']",2147.4万
Little Busters!,128.7万追番,9.7,"['校园', '日常', '治愈', '励志']",1459.6万
Free!-Road to the World-梦,127.9万追番,9.7,"['社团', '校园', '运动']",144.9万
名侦探柯南 唐红的恋歌,127.6万追番,9.0,"['漫画改', '推理', '智斗']",688.4万
NARUTO to BORUTO THE LIVE 2019,127.1万追番,9.2,['漫画改'],676.4万
水果篮子 最终季,126.7万追番,9.7,"['漫画改', '奇幻', '校园', '恋爱']",387万
名侦探柯南（中配）,126.6万追番,9.8,"['漫画改', '智斗', '推理']",54000.0万
